submission_id,reporting_period,organisation_id,site_id,nation,packaging_material,packaging_class,activity,weight_tonnes,submission_date
REC-1452-2024-Q3-SITE-D-OT01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Other,Shipment,Supplied as goods,1942.92,2024-03-10
REC-1453-Q4 2024-SITE-B-WD01,,ORG-12345,SITE-B,Scotland,Wood,Primary,Exported,4877.19,2024-09-15
REC-1454-Q2 2024-SITE-A-PL02,2024-Q2,ORG-12345,SITE-A,England,Plastic,Tertiary,Imported,1.69556,2024-09-21
REC-1455-Q2 2024-SITE-E-AL01,2024-Q2,ORG-12345,SITE-E,England,Aluminium,Primary,Supplied as goods,2045.82,2024-09-23
REC-1456-2024-Q3-SITE-A-ST01,2024-Q3,ORG-12345,SITE-A,England,Steel,Secondary,Imported,3.71553,2024-10-30
REC-1457-Q4 2024-SITE-E-FB01,,ORG-12345,SITE-E,England,Fibre-based composite,Tertiary,Supplied as goods,1.3773199999999999,2024-09-26
REC-1458-2024-Q1-SITE-E-PC01,2024-Q1,ORG-12345,SITE-E,England,Paper/card,Tertiary,Supplied as goods,1643.1,2024-08-19
REC-1459-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Plastic,Secondary,Supplied as goods,3.79659,2024-04-25
REC-1460-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Tertiary,Supplied as goods,243.36,2024-10-09
REC-1461-2024-Q1-SITE-D-WD01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Wood,Primary,Exported,4377.36,2024-03-15
REC-1462-2024-Q3-SITE-E-FB01,2024-Q3,ORG-12345,SITE-E,England,Fibre-based composite,Secondary,Exported,4613.75,2024-07-23
REC-1463-2024-Q3-SITE-E-GL01,2024-Q3,ORG-12345,SITE-E,England,Glass,Primary,Imported,2.6400900000000003,2024-11-19
REC-1464-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Steel,Secondary,Imported,1092.55,2024-09-13
REC-1465-2024-Q1-SITE-A-PL01,2024-Q1,ORG-12345,SITE-A,England,Plastic,Secondary,Imported,937.17,2025-01-08
REC-1466-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Aluminium,Primary,Exported,514.55,2024-11-29
REC-1467-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Wood,Shipment,Supplied as goods,0.38051999999999997,2024-06-03
REC-1468-Q4 2024-SITE-C-ST01,,ORG-12345,SITE-C,Wales,Steel,Tertiary,Imported,2943.12,2024-10-28
REC-1469-Q2 2024-SITE-A-OT01,2024-Q2,ORG-12345,SITE-A,England,Other,Tertiary,Exported,1.05281,2024-04-15
REC-1470-2024-Q3-SITE-C-ST01,2024-Q3,ORG-12345,SITE-C,Wales,Steel,Shipment,Supplied as goods,677.19,2024-11-25
REC-1471-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Wood,Primary,Supplied as goods,0.06322,2024-03-30
REC-1472-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Glass,Primary,Imported,4379.34,2024-10-02
REC-1473-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Wood,Secondary,Exported,2384.86,2024-10-27
REC-1474-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Secondary,Imported,3545.91,2024-02-24
REC-1475-Q4 2024-SITE-D-AL01,,ORG-12345,SITE-D,Northern Ireland,Aluminium,Primary,Exported,4.176340000000001,2025-01-04
REC-1476-Q2 2024-SITE-C-ST01,2024-Q2,ORG-12345,SITE-C,Wales,Steel,Tertiary,Supplied as goods,2811.63,2024-07-20
REC-1477-Q2 2024-SITE-B-WD01,2024-Q2,ORG-12345,SITE-B,Scotland,Wood,Tertiary,Exported,1762.66,2024-07-24
REC-1478-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Glass,Tertiary,Supplied as goods,1019.39,2024-11-10
REC-1479-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Steel,Secondary,Supplied as goods,4559.65,2024-06-02
REC-1480-2024-Q3-SITE-A-PL01,2024-Q3,ORG-12345,SITE-A,England,Plastic,Tertiary,Imported,3226.29,2024-11-30
REC-1481-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Plastic,Shipment,Supplied as goods,4322.77,2024-04-12
REC-1482-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Wood,Tertiary,Exported,3.7654,2024-11-23
REC-1483-Q4 2024-SITE-A-GL01,,ORG-12345,SITE-A,England,Glass,Tertiary,Exported,0.9256900000000001,2024-02-12
REC-1484-2024-Q3-SITE-E-WD01,2024-Q3,ORG-12345,SITE-E,England,Wood,Tertiary,Exported,0.35851,2024-12-15
REC-1485-2024-Q3-SITE-B-PL01,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Exported,4248.74,2024-01-22
REC-1486-Q2 2024-SITE-B-FB01,2024-Q2,ORG-12345,SITE-B,Scotland,Fibre-based composite,Secondary,Exported,3.3647199999999997,2024-05-30
REC-1487-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Plastic,Primary,Imported,0.27032,2024-12-05
REC-1488-Q4 2024-SITE-C-PL01,,ORG-12345,SITE-C,Wales,Plastic,Secondary,Imported,2.82477,2025-01-05
REC-1489-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Shipment,Imported,0.4864,2024-06-25
REC-1490-Q4 2024-SITE-C-PL01,,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,3.95425,2024-05-20
REC-1491-2024-Q3-SITE-B-ST01,2024-Q3,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Exported,3.22947,2024-07-27
REC-1492-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Steel,Primary,Imported,745.11,2024-06-02
REC-1493-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Aluminium,Primary,Imported,1333.8,2024-07-14
REC-1494-Q4 2024-SITE-A-PC01,,ORG-12345,SITE-A,England,Paper/card,Secondary,Exported,2.63906,2024-10-16
REC-1495-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Aluminium,Tertiary,Imported,1767.26,2024-09-28
REC-1496-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Other,Tertiary,Exported,3.9817600000000004,2024-05-05
REC-1497-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Supplied as goods,4.6135,2024-11-10
REC-1498-2024-Q1-SITE-C-PC01,2024-Q1,ORG-12345,SITE-C,Wales,Paper/card,Secondary,Exported,1.92066,2024-07-16
REC-1499-Q2 2024-SITE-A-PL01,2024-Q2,ORG-12345,SITE-A,England,Plastic,Primary,Imported,2403.7,2024-06-19
REC-1500-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Glass,Secondary,Exported,0.9715,2024-11-04
REC-1501-2024Q2-SITE-C-FB01,2024-Q2,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Imported,2.39418,2024-07-05
REC-1502-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Wood,Tertiary,Imported,1.53586,2024-08-20
REC-1503-Q2 2024-SITE-E-ST01,2024-Q2,ORG-12345,SITE-E,England,Steel,Primary,Imported,2.98573,2024-11-15
REC-1504-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Other,Primary,Exported,3.77166,2024-06-21
REC-1505-2024-Q1-SITE-D-GL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Glass,Tertiary,Imported,2.32063,2024-03-30
REC-1506-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Aluminium,Primary,Imported,1.57226,2024-03-01
REC-1507-Q4 2024-SITE-A-AL01,,ORG-12345,SITE-A,England,Aluminium,Primary,Exported,2798.97,2024-03-15
REC-1508-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Exported,3.44959,2024-05-18
REC-1509-2024-Q3-SITE-D-PL02,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Supplied as goods,1.62587,2024-12-25
REC-1510-2024-Q1-SITE-D-FB01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Shipment,Imported,2693.87,2024-11-21
REC-1511-2024-Q1-SITE-E-GL01,2024-Q1,ORG-12345,SITE-E,England,Glass,Tertiary,Supplied as goods,1877.21,2024-11-16
REC-1512-2024-Q1-SITE-B-FB01,2024-Q1,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Exported,1188.86,2024-06-17
REC-1513-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Primary,Imported,,2024-06-22
REC-1514-Q2 2024-SITE-B-FB01,2024-Q2,ORG-12345,SITE-B,Scotland,Fibre-based composite,Tertiary,Imported,222.39,2024-12-29
REC-1515-2024-Q1-SITE-C-UNKNOWN,2024-Q1,ORG-12345,SITE-C,Wales,,Tertiary,Supplied as goods,2.3513699999999997,2024-08-09
REC-1516-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Plastic,Primary,Imported,687.26,2024-12-14
REC-1517-Q4 2024-SITE-Z-FB01,,ORG-12345,SITE-Z,,Fibre-based composite,Secondary,Supplied as goods,1549.62,2024-07-23
REC-1518-Q2 2024-SITE-A-WD01,2024-Q2,ORG-12345,SITE-A,England,Wood,Tertiary,Imported,4228.63,2024-10-13
REC-1519-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Exported,0.44605,2024-10-04
REC-1520-Q4 2024-SITE-A-WD01,,ORG-12345,SITE-A,England,Wood,Secondary,Supplied as goods,2.35058,2024-07-20
REC-1521-2024-Q3-SITE-C-PL01,2024-Q3,ORG-12345,SITE-C,Wales,Plastic,Shipment,Exported,1878.02,2024-10-18
REC-1522-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Primary,Imported,1.8165799999999999,2024-12-05
REC-1523-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Plastic,Shipment,Supplied as goods,1.81836,2024-04-13
REC-1524-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Plastic,Shipment,Supplied as goods,0.6739700000000001,2024-07-09
REC-1525-2024-Q1-SITE-A-WD01,2024-Q1,ORG-12345,SITE-A,England,Wood,Tertiary,Exported,1258.3,2024-07-23
REC-1526-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Plastic,Primary,Exported,4.88537,2024-12-06
REC-1527-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Steel,Secondary,Imported,160.8,2024-04-22
REC-1528-2024-Q3-SITE-A-ST01,2024-Q3,ORG-12345,SITE-A,England,Steel,Secondary,Exported,2.5945,2024-09-13
REC-1529-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Aluminium,Tertiary,Imported,1.41019,2024-08-06
REC-1530-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Glass,Tertiary,Imported,1399.76,2024-12-16
REC-1531-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Glass,Secondary,Imported,2339.08,2024-01-24
REC-1532-Q4 2024-SITE-E-PC01,,ORG-12345,SITE-E,England,Paper/card,Primary,Supplied as goods,3076.36,2024-11-14
REC-1533-2024-Q3-SITE-C-PC01,2024-Q3,ORG-12345,SITE-C,Wales,Paper/card,Shipment,Imported,2.40423,2024-07-10
REC-1534-Q2 2024-SITE-B-WD01,2024-Q2,ORG-12345,SITE-B,Scotland,Wood,Primary,Imported,4279.06,2024-08-01
REC-1535-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Secondary,Supplied as goods,3.32046,2024-04-30
REC-1536-Q4 2024-SITE-D-OT01,,ORG-12345,SITE-D,Northern Ireland,Other,Secondary,Imported,1494.52,2024-04-03
REC-1537-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Glass,Shipment,Imported,2846.22,2024-09-22
REC-1538-Q4 2024-SITE-A-AL01,,ORG-12345,SITE-A,England,Aluminium,Secondary,Exported,0.7019,2024-05-02
REC-1539-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Plastic,Shipment,Imported,0.93418,2024-05-05
REC-1540-2024-Q3-SITE-A-FB01,2024-Q3,ORG-12345,SITE-A,England,Fibre-based composite,Shipment,Imported,1631.05,2024-10-15
REC-1541-2024-Q3-SITE-D-OT01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Other,Secondary,Supplied as goods,4302.33,2024-04-04
REC-1542-Q2 2024-SITE-D-GL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Glass,Secondary,Imported,66.52,2024-03-05
REC-1543-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Shipment,Exported,2119.59,2024-01-29
REC-1544-Q4 2024-SITE-E-AL01,,ORG-12345,SITE-E,England,Aluminium,Primary,Exported,3.1186100000000003,2024-06-29
REC-1545-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Aluminium,Primary,Exported,3.1462,2024-11-17
REC-1546-2024-Q3-SITE-D-FB01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Shipment,Exported,4.324020000000001,2024-05-16
REC-1547-2024-Q3-SITE-B-GL01,2024-Q3,ORG-12345,SITE-B,Scotland,Glass,Secondary,Exported,4610.86,2024-01-30
REC-1548-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Aluminium,Shipment,Imported,2323.0,2024-09-27
REC-1549-Q4 2024-SITE-B-PL02,,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Exported,4.19748,2024-02-19
REC-1550-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Plastic,Tertiary,Supplied as goods,3426.02,2024-02-20
REC-1551-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Secondary,Exported,2.7098400000000002,2024-02-14
REC-1552-Q4 2024-SITE-C-ST01,,ORG-12345,SITE-C,Wales,Steel,Tertiary,Imported,4.15012,2024-10-02
REC-1553-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Wood,Secondary,Supplied as goods,562.93,2024-04-10
REC-1554-Q2 2024-SITE-D-PC01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Paper/card,Secondary,Exported,1.73218,2024-03-04
REC-1555-2024-Q3-SITE-B-PC01,2024-Q3,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Exported,416.64,2024-06-14
REC-1556-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Wood,Secondary,Imported,3512.83,2024-03-30
REC-1557-2024-Q3-SITE-E-OT01,2024-Q3,ORG-12345,SITE-E,England,Other,Secondary,Supplied as goods,1144.06,2024-06-12
REC-1558-Q4 2024-SITE-D-ST01,,ORG-12345,SITE-D,Northern Ireland,Steel,Tertiary,Supplied as goods,2859.82,2024-06-13
REC-1559-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Glass,Tertiary,Exported,686.34,2024-05-10
REC-1560-2024-Q1-SITE-E-PL01,2024-Q1,ORG-12345,SITE-E,England,Plastic,Tertiary,Supplied as goods,2.9369899999999998,2024-07-19
REC-1561-Q2 2024-SITE-C-OT01,2024-Q2,ORG-12345,SITE-C,Wales,Other,Tertiary,Exported,2.0589299999999997,2024-09-27
REC-1562-Q4 2024-SITE-B-PC01,,ORG-12345,SITE-B,Scotland,Paper/card,Shipment,Imported,1920.99,2024-09-18
REC-1563-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Exported,4737.39,2024-05-08
REC-1564-2024-Q3-SITE-B-GL01,2024-Q3,ORG-12345,SITE-B,Scotland,Glass,Secondary,Exported,3.90117,2024-09-06
REC-1565-2024-Q3-SITE-B-PL01,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Exported,4.23644,2024-01-31
REC-1566-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Supplied as goods,4.76254,2024-08-30
REC-1567-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Other,Primary,Supplied as goods,1.31756,2024-09-04
REC-1568-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Glass,Primary,Exported,1365.53,2024-02-16
REC-1569-Q4 2024-SITE-B-GL01,,ORG-12345,SITE-B,Scotland,Glass,Shipment,Imported,0.35128,2024-03-05
REC-1570-Q4 2024-SITE-B-OT01,,ORG-12345,SITE-B,Scotland,Other,Tertiary,Supplied as goods,1.62835,2024-08-28
REC-1571-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Plastic,Secondary,Supplied as goods,0.54439,2024-11-01
REC-1572-Q2 2024-SITE-D-PL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Shipment,Imported,4.31264,2024-12-05
REC-1573-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Primary,Imported,3785.07,2024-09-30
REC-1574-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Wood,Shipment,Imported,4759.61,2024-06-03
REC-1575-Q4 2024-SITE-B-OT01,,ORG-12345,SITE-B,Scotland,Other,Shipment,Imported,3.14831,2024-06-26
REC-1576-2024-Q3-SITE-D-OT01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Other,Secondary,Imported,0.8575,2024-08-28
REC-1577-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Exported,2.71602,2024-05-03
REC-1578-2024-Q3-SITE-A-ST01,2024-Q3,ORG-12345,SITE-A,England,Steel,Shipment,Imported,1634.08,2024-05-01
REC-1579-Q2 2024-SITE-B-GL01,2024-Q2,ORG-12345,SITE-B,Scotland,Glass,Secondary,Supplied as goods,999.93,2024-12-19
REC-1580-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Secondary,Exported,4906.71,2024-09-12
REC-1581-Q4 2024-SITE-C-ST01,,ORG-12345,SITE-C,Wales,Steel,Secondary,Supplied as goods,1565.85,2024-08-19
REC-1582-Q4 2024-SITE-A-FB01,,ORG-12345,SITE-A,England,Fibre-based composite,Tertiary,Imported,78.08,2024-12-10
REC-1583-2024-Q3-SITE-B-GL01,2024-Q3,ORG-12345,SITE-B,Scotland,Glass,Secondary,Imported,0.14642,2024-07-24
REC-1584-Q2 2024-SITE-E-PL01,2024-Q2,ORG-12345,SITE-E,England,Plastic,Secondary,Imported,3965.05,2024-11-26
REC-1585-2024-Q3-SITE-B-OT01,2024-Q3,ORG-12345,SITE-B,Scotland,Other,Secondary,Imported,0.5788300000000001,2024-09-16
REC-1586-2024-Q3-SITE-B-WD01,2024-Q3,ORG-12345,SITE-B,Scotland,Wood,Primary,Exported,1980.81,2024-11-10
REC-1587-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Primary,Supplied as goods,327.77,2024-06-08
REC-1588-Q4 2024-SITE-C-PL02,,ORG-12345,SITE-C,Wales,Plastic,Secondary,Supplied as goods,4.41021,2024-04-01
REC-1589-2024-Q3-SITE-B-ST01,2024-Q3,ORG-12345,SITE-B,Scotland,Steel,Shipment,Supplied as goods,2831.09,2024-10-20
REC-1590-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Shipment,Exported,4.09568,2024-06-23
REC-1591-2024-Q3-SITE-B-PC01,2024-Q3,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Imported,3.749,2024-05-10
REC-1592-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Wood,Secondary,Imported,1034.98,2024-03-16
REC-1593-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Fibre-based composite,Secondary,Imported,4.04002,2024-07-24
REC-1594-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Plastic,Shipment,Imported,4978.49,2024-11-04
REC-1595-2024-Q1-SITE-E-PC01,2024-Q1,ORG-12345,SITE-E,England,Paper/card,Tertiary,Supplied as goods,3.68545,2024-04-05
REC-1596-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Other,Tertiary,Supplied as goods,2890.93,2024-12-30
REC-1597-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Imported,2.35529,2024-12-11
REC-1598-Q4 2024-SITE-A-PC01,,ORG-12345,SITE-A,England,Paper/card,Secondary,Exported,3916.51,2024-06-13
REC-1599-Q4 2024-SITE-C-PL01,,ORG-12345,SITE-C,Wales,Plastic,Shipment,Imported,0.14341,2024-05-26
REC-1600-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Aluminium,Shipment,Exported,3850.51,2024-11-05
REC-1601-2024Q2-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Glass,Primary,Supplied as goods,1.07041,2024-11-18
REC-1602-2024-Q3-SITE-C-PL01,2024-Q3,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,2.72338,2024-12-16
REC-1603-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Aluminium,Primary,Imported,858.28,2024-01-28
REC-1604-Q4 2024-SITE-A-GL01,,ORG-12345,SITE-A,England,Glass,Secondary,Supplied as goods,4179.08,2024-04-30
REC-1605-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Imported,2.22081,2024-03-18
REC-1606-Q2 2024-SITE-B-PL02,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Primary,Exported,4.57075,2024-09-21
REC-1607-2024-Q3-SITE-A-PC01,2024-Q3,ORG-12345,SITE-A,England,Paper/card,Tertiary,Imported,2.10488,2024-03-15
REC-1608-Q4 2024-SITE-D-OT01,,ORG-12345,SITE-D,Northern Ireland,Other,Primary,Imported,129.92,2024-07-14
REC-1609-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Paper/card,Secondary,Supplied as goods,2199.04,2024-12-09
REC-1610-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Secondary,Supplied as goods,4758.98,2024-05-21
REC-1611-Q4 2024-SITE-B-GL01,,ORG-12345,SITE-B,Scotland,Glass,Shipment,Supplied as goods,0.6833400000000001,2024-02-15
REC-1612-Q4 2024-SITE-E-AL01,,ORG-12345,SITE-E,England,Aluminium,Tertiary,Exported,3321.71,2024-08-16
REC-1613-2024-Q1-SITE-C-GL01,2024-Q1,ORG-12345,SITE-C,Wales,Glass,Primary,Exported,,2024-01-30
REC-1614-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Wood,Primary,Imported,2048.09,2024-01-28
REC-1615-2024-Q1-SITE-D-UNKNOWN,2024-Q1,ORG-12345,SITE-D,Northern Ireland,,Primary,Imported,0.2194,2024-07-26
REC-1616-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Other,Primary,Supplied as goods,545.57,2024-02-17
REC-1617-2024-Q1-SITE-Z-PL02,2024-Q1,ORG-12345,SITE-Z,,Plastic,Secondary,Imported,4917.68,2024-09-14
REC-1618-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Wood,Secondary,Supplied as goods,1648.24,2024-09-23
REC-1619-2024-Q1-SITE-B-AL01,2024-Q1,ORG-12345,SITE-B,Scotland,Aluminium,Primary,Supplied as goods,2.59793,2024-03-03
REC-1620-Q2 2024-SITE-C-FB01,2024-Q2,ORG-12345,SITE-C,Wales,Fibre-based composite,Secondary,Exported,0.57088,2024-12-17
REC-1621-2024-Q3-SITE-B-ST01,2024-Q3,ORG-12345,SITE-B,Scotland,Steel,Secondary,Exported,4871.09,2024-07-24
REC-1622-2024-Q1-SITE-D-GL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Glass,Shipment,Exported,4.6763900000000005,2024-04-17
REC-1623-Q4 2024-SITE-B-PL01,,ORG-12345,SITE-B,Scotland,Plastic,Primary,Exported,0.21886000000000003,2024-01-20
REC-1624-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Imported,979.35,2024-11-28
REC-1625-2024-Q3-SITE-E-ST01,2024-Q3,ORG-12345,SITE-E,England,Steel,Shipment,Imported,633.2,2024-04-19
REC-1626-2024-Q3-SITE-A-ST01,2024-Q3,ORG-12345,SITE-A,England,Steel,Secondary,Imported,3871.44,2024-05-28
REC-1627-Q2 2024-SITE-E-PL02,2024-Q2,ORG-12345,SITE-E,England,Plastic,Tertiary,Imported,2.16125,2024-05-10
REC-1628-2024-Q3-SITE-B-WD01,2024-Q3,ORG-12345,SITE-B,Scotland,Wood,Tertiary,Supplied as goods,645.37,2024-09-02
REC-1629-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Shipment,Supplied as goods,4.83315,2024-12-28
REC-1630-Q2 2024-SITE-E-AL01,2024-Q2,ORG-12345,SITE-E,England,Aluminium,Tertiary,Supplied as goods,1033.45,2024-10-12
REC-1631-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Other,Primary,Exported,1.84515,2024-04-05
REC-1632-Q4 2024-SITE-B-PL02,,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Supplied as goods,3.19279,2024-06-05
REC-1633-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Imported,1979.37,2024-03-24
REC-1634-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Primary,Supplied as goods,1294.08,2024-08-12
REC-1635-Q2 2024-SITE-D-GL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Glass,Primary,Imported,4.12108,2024-08-16
REC-1636-Q2 2024-SITE-A-FB01,2024-Q2,ORG-12345,SITE-A,England,Fibre-based composite,Shipment,Supplied as goods,1280.44,2024-03-26
REC-1637-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Exported,3.71129,2024-12-24
REC-1638-2024-Q3-SITE-E-ST01,2024-Q3,ORG-12345,SITE-E,England,Steel,Tertiary,Imported,0.10331,2024-03-07
REC-1639-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Wood,Primary,Exported,2.2194499999999997,2024-02-20
REC-1640-Q4 2024-SITE-A-PC01,,ORG-12345,SITE-A,England,Paper/card,Secondary,Supplied as goods,1938.43,2024-11-09
REC-1641-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Tertiary,Exported,4334.26,2024-03-07
